offset,addr,cavity_q,local_m,residual,surprise,event,label
8694,0x4566,0.00000,0.20000,20.00100,0.22314,0,0
8695,0x4567,1.00000,1.00000,0.00000,-0.00000,0,1
8696,0x4568,0.99996,1.00000,0.00358,0.00004,0,1
8697,0x4569,0.00000,0.20000,20.00100,0.22314,0,0
8698,0x456a,0.00298,1.00000,18.30065,5.81685,0,0
8699,0x456b,0.00000,0.92453,92.45745,2.58400,0,0
8700,0x456c,0.00000,0.92453,92.45745,2.58400,0,0
8701,0x456d,0.00000,1.00000,100.00500,276.27804,1,0
8702,0x456e,0.00000,1.00000,100.00500,261.18769,1,1
8703,0x456f,0.00000,0.20000,20.00100,0.22314,0,0
8704,0x4570,0.00000,0.20000,20.00100,0.22314,0,0
8705,0x4571,0.02099,1.00000,6.82938,3.86368,0,1
8706,0x4572,0.00000,0.20000,20.00100,0.22314,0,0
8707,0x4573,0.00000,0.20000,20.00100,0.22314,0,0
8708,0x4574,0.00000,0.20000,20.00100,0.22314,0,0
8709,0x4575,0.00000,0.92453,92.45745,2.58400,0,0
8710,0x4576,0.00000,0.20000,20.00100,0.22314,0,0
8711,0x4577,0.00000,0.92453,92.45745,2.58400,0,0
8712,0x4578,0.00086,1.00000,34.15710,7.06280,0,1
8713,0x4579,0.00000,0.20000,20.00100,0.22314,0,0
8714,0x457a,0.00000,0.92453,92.45745,2.58400,0,0
8715,0x457b,0.00000,0.20000,20.00100,0.22314,0,0
8716,0x457c,0.99950,1.00000,0.02227,0.00050,0,1
8717,0x457d,0.00000,0.20000,20.00100,0.22314,0,0
8718,0x457e,0.00000,0.20000,20.00100,0.22314,0,0
8719,0x457f,0.00000,0.20000,20.00100,0.22314,0,0
8720,0x4580,0.01961,1.00000,7.07128,3.93189,0,1
8721,0x4581,0.00000,0.20000,20.00100,0.22314,0,0
8722,0x4582,0.00000,0.20000,20.00100,0.22314,0,0
8723,0x4583,0.00000,0.20000,20.00100,0.22314,0,0
8724,0x4584,1.00000,1.00000,0.00001,0.00000,0,1
8725,0x4585,0.00000,0.20000,20.00100,0.22314,0,0
8726,0x4586,0.99999,1.00000,0.00076,0.00001,0,1
8730,0x458a,0.00000,0.92453,92.45745,2.58400,0,0
8731,0x458b,0.99999,1.00000,0.00076,0.00001,0,1
8732,0x458c,0.00000,0.92453,92.45745,2.58400,0,0
8733,0x458d,1.00000,1.00000,0.00000,0.00000,0,1
8734,0x458e,0.00000,0.20000,20.00100,0.22314,0,0
8735,0x458f,0.00000,0.20000,20.00100,0.22314,0,0
8736,0x4590,0.99996,1.00000,0.00358,0.00004,0,1
8737,0x4591,0.00000,0.20000,20.00100,0.22314,0,0
8738,0x4592,0.00000,1.00000,100.00500,547.70406,1,1
8739,0x4593,0.00000,0.92453,92.45745,2.58400,0,0
8740,0x4594,0.00000,0.92453,92.45745,2.58400,0,0
8741,0x4595,0.00000,1.00000,100.00500,272.27804,1,0
8742,0x4596,0.00000,1.00000,100.00500,547.70406,1,0
8743,0x4597,0.00000,1.00000,100.00500,499.34264,1,1
8744,0x4598,0.00000,1.00000,100.00500,553.24923,1,0
8745,0x4599,0.00000,0.20000,20.00100,0.22314,0,0
8748,0x459c,0.00000,0.20000,20.00100,0.22314,0,0
8749,0x459d,0.00000,1.00000,100.00500,547.70406,1,1
8750,0x459e,0.00000,1.00000,100.00500,248.55216,1,0
8751,0x459f,0.00000,0.20000,20.00100,0.22314,0,0
8752,0x45a0,0.00000,0.92453,92.45745,2.58400,0,0
8753,0x45a1,0.00000,0.92453,92.45745,2.58400,0,0
8754,0x45a2,0.00000,0.20000,20.00100,0.22314,0,0
8755,0x45a3,0.00000,0.99338,99.34299,5.01769,0,0
8756,0x45a4,0.00000,1.00000,100.00491,13.86294,0,1
8757,0x45a5,0.00000,0.20000,20.00100,0.22314,0,0
8758,0x45a6,0.00000,0.99338,99.34299,5.01769,0,0
8759,0x45a7,0.00000,0.20000,20.00100,0.22314,0,0
8760,0x45a8,0.00000,1.00000,100.00500,30.87212,0,1
8761,0x45a9,0.00000,0.20000,20.00100,0.22314,0,0
8762,0x45aa,0.00000,0.99338,99.34299,5.01769,0,0
8763,0x45ab,0.00000,0.92453,92.45745,2.58400,0,0
8764,0x45ac,0.00000,0.92453,92.45745,2.58400,0,0
8765,0x45ad,0.00000,0.20000,20.00100,0.22314,0,0
8766,0x45ae,0.00000,0.99338,99.34299,5.01769,0,0
8767,0x45af,0.00000,1.00000,100.00500,50.44960,0,1
8768,0x45b0,0.00000,0.20000,20.00100,0.22314,0,0
8769,0x45b1,0.00000,0.99338,99.34299,5.01769,0,0
8770,0x45b2,0.00000,0.20000,20.00100,0.22314,0,0
8771,0x45b3,0.00000,0.92453,92.45745,2.58400,0,0
8772,0x45b4,0.00000,0.20000,20.00100,0.22314,0,0
8773,0x45b5,0.00000,0.92453,92.45745,2.58400,0,0
8774,0x45b6,0.99950,1.00000,0.02227,0.00050,0,1
8775,0x45b7,0.00000,0.20000,20.00100,0.22314,0,0
8776,0x45b8,0.00000,0.92453,92.45745,2.58400,0,0
8777,0x45b9,1.00000,1.00000,0.00000,-0.00000,0,1
8778,0x45ba,0.00000,0.20000,20.00100,0.22314,0,0
8779,0x45bb,0.00000,0.92453,92.45745,2.58400,0,0
8782,0x45be,0.00000,0.20000,20.00100,0.22314,0,0
8783,0x45bf,0.00000,1.00000,100.00500,50.59122,0,1
8784,0x45c0,0.00000,0.20000,20.00100,0.22314,0,0
8785,0x45c1,0.00000,0.20000,20.00100,0.22314,0,0
8786,0x45c2,0.00000,0.92453,92.45745,2.58400,0,0
8787,0x45c3,0.00000,0.92453,92.45745,2.58400,0,0
8788,0x45c4,0.00000,0.20000,20.00100,0.22314,0,0
8789,0x45c5,0.00000,0.99338,99.34299,5.01769,0,0
8790,0x45c6,0.99950,1.00000,0.02227,0.00050,0,1
8791,0x45c7,0.00000,0.20000,20.00100,0.22314,0,0
8792,0x45c8,0.00000,0.99338,99.34299,5.01769,0,0
8793,0x45c9,1.00000,1.00000,0.00000,-0.00000,0,1
8794,0x45ca,0.00000,0.20000,20.00100,0.22314,0,0
8795,0x45cb,0.00000,0.99338,99.34299,5.01769,0,0
8796,0x45cc,0.00000,0.20000,20.00100,0.22314,0,0
8797,0x45cd,0.00000,0.99338,99.34299,5.01769,0,0
8798,0x45ce,0.00000,0.20000,20.00100,0.22314,0,0
8799,0x45cf,0.99696,1.00000,0.05524,0.00305,0,1
8800,0x45d0,0.00000,0.20000,20.00100,0.22314,0,0
8801,0x45d1,0.00000,0.20000,20.00100,0.22314,0,0
8805,0x45d5,0.00000,0.92453,92.45745,2.58400,0,0
8806,0x45d6,0.97663,1.00000,0.15470,0.02365,0,1
8807,0x45d7,0.00000,0.92453,92.45745,2.58400,0,0
8808,0x45d8,0.00000,0.20000,20.00100,0.22314,0,0
8809,0x45d9,0.99653,1.00000,0.05898,0.00347,0,1
8810,0x45da,0.00000,0.20000,20.00100,0.22314,0,0
8811,0x45db,0.00000,0.92453,92.45745,2.58400,0,0
8812,0x45dc,0.00000,0.20000,20.00100,0.22314,0,0
8813,0x45dd,0.99996,1.00000,0.00358,0.00004,0,1
8814,0x45de,0.00000,0.92453,92.45745,2.58400,0,0
8815,0x45df,0.00000,1.00000,100.00500,270.73287,1,1
8816,0x45e0,0.00000,1.00000,100.00500,266.73287,1,0
8817,0x45e1,0.00000,0.92453,92.45745,2.58400,0,0
8821,0x45e5,0.00000,0.20000,20.00100,0.22314,0,0
8822,0x45e6,1.00000,1.00000,0.00000,0.00000,0,1
8823,0x45e7,0.00000,0.20000,20.00100,0.22314,0,0
8824,0x45e8,0.00000,0.20000,20.00100,0.22314,0,0
8825,0x45e9,0.91690,1.00000,0.30106,0.08676,0,1
8826,0x45ea,0.00000,0.20000,20.00100,0.22314,0,0
8827,0x45eb,0.00000,0.20000,20.00100,0.22314,0,0
8828,0x45ec,0.00000,0.20000,20.00100,0.22314,0,0
8829,0x45ed,0.00000,0.20000,20.00100,0.22314,0,0
8830,0x45ee,0.99692,1.00000,0.05559,0.00309,0,1
8831,0x45ef,0.00000,0.20000,20.00100,0.22314,0,0
8832,0x45f0,0.00000,0.20000,20.00100,0.22314,0,0
8833,0x45f1,0.00000,0.20000,20.00100,0.22314,0,0
8834,0x45f2,0.00000,0.20000,20.00100,0.22314,0,0
8835,0x45f3,1.00000,1.00000,0.00000,-0.00000,0,1
8836,0x45f4,0.00000,0.20000,20.00100,0.22314,0,0
8837,0x45f5,0.00000,0.20000,20.00100,0.22314,0,0
8838,0x45f6,0.00000,0.20000,20.00100,0.22314,0,0
8839,0x45f7,0.00000,0.20000,20.00100,0.22314,0,0
8840,0x45f8,0.99999,1.00000,0.00076,0.00001,0,1
8841,0x45f9,1.00000,1.00000,0.00000,0.00000,0,1
8842,0x45fa,0.97613,1.00000,0.15637,0.02416,0,1
8843,0x45fb,0.00000,0.20000,20.00100,0.22314,0,0
8844,0x45fc,0.00000,0.20000,20.00100,0.22314,0,0
8845,0x45fd,0.00000,0.20000,20.00100,0.22314,0,0
8846,0x45fe,0.00000,0.20000,20.00100,0.22314,0,0
8847,0x45ff,0.00000,0.20000,20.00100,0.22314,0,0
8848,0x4600,0.00000,0.20000,20.00100,0.22314,0,0
8849,0x4601,0.99950,1.00000,0.02227,0.00050,0,1
8850,0x4602,0.00000,0.20000,20.00100,0.22314,0,0
8851,0x4603,0.00000,0.20000,20.00100,0.22314,0,0
8852,0x4604,0.99930,1.00000,0.02641,0.00070,0,1
8853,0x4605,0.00000,0.20000,20.00100,0.22314,0,0
8854,0x4606,0.00000,0.20000,20.00100,0.22314,0,0
8855,0x4607,0.00000,0.20000,20.00100,0.22314,0,0
8856,0x4608,0.99930,1.00000,0.02641,0.00070,0,1
8857,0x4609,0.00000,0.20000,20.00100,0.22314,0,0
8858,0x460a,0.00000,0.20000,20.00100,0.22314,0,0
8859,0x460b,0.00000,0.20000,20.00100,0.22314,0,0
8860,0x460c,0.99950,1.00000,0.02227,0.00050,0,1
8861,0x460d,0.00000,0.20000,20.00100,0.22314,0,0
8862,0x460e,0.00000,0.20000,20.00100,0.22314,0,0
8863,0x460f,0.91690,1.00000,0.30106,0.08676,0,1
8864,0x4610,0.00000,0.20000,20.00100,0.22314,0,0
8865,0x4611,0.00000,0.20000,20.00100,0.22314,0,0
8866,0x4612,0.00000,0.20000,20.00100,0.22314,0,0
8867,0x4613,0.00000,0.20000,20.00100,0.22314,0,0
8868,0x4614,0.99950,1.00000,0.02227,0.00050,0,1
8869,0x4615,0.00000,0.20000,20.00100,0.22314,0,0
8870,0x4616,0.00000,0.20000,20.00100,0.22314,0,0
8871,0x4617,1.00000,1.00000,0.00000,0.00000,0,1
8872,0x4618,1.00000,1.00000,0.00000,0.00000,0,1
8873,0x4619,0.00000,0.20000,20.00100,0.22314,0,0
8874,0x461a,0.00000,0.20000,20.00100,0.22314,0,0
8875,0x461b,0.99999,1.00000,0.00076,0.00001,0,1
8876,0x461c,0.00000,0.92453,92.45745,2.58400,0,0
8877,0x461d,0.99999,1.00000,0.00076,0.00001,0,1
8878,0x461e,1.00000,1.00000,0.00000,0.00000,0,1
8879,0x461f,0.99996,1.00000,0.00358,0.00004,0,1
8880,0x4620,0.00000,0.20000,20.00100,0.22314,0,0
8881,0x4621,0.00000,1.00000,100.00500,254.09733,1,1
8882,0x4622,0.00000,1.00000,100.00500,261.18769,1,0
8883,0x4623,0.00000,0.20000,20.00100,0.22314,0,0
8884,0x4624,0.99786,1.00000,0.04632,0.00214,0,1
8885,0x4625,0.00000,0.20000,20.00100,0.22314,0,0
8886,0x4626,0.00000,0.20000,20.00100,0.22314,0,0
8888,0x4628,0.00000,0.20000,20.00100,0.22314,0,0
8889,0x4629,0.00000,0.20000,20.00100,0.22314,0,0
8890,0x462a,0.00000,0.20000,20.00100,0.22314,0,0
8891,0x462b,0.99950,1.00000,0.02227,0.00050,0,1
8892,0x462c,0.00000,0.20000,20.00100,0.22314,0,0
8894,0x462e,1.00000,1.00000,0.00000,-0.00000,0,1
8895,0x462f,0.00000,0.20000,20.00100,0.22314,0,0
8898,0x4632,0.00000,0.20000,20.00100,0.22314,0,0
8899,0x4633,0.41833,1.00000,1.17918,0.87148,0,1
8900,0x4634,0.00000,0.20000,20.00100,0.22314,0,0
8901,0x4635,0.00000,0.20000,20.00100,0.22314,0,0
8904,0x4638,0.00000,0.20000,20.00100,0.22314,0,0
8905,0x4639,0.00000,0.20000,20.00100,0.22314,0,0
8906,0x463a,0.00000,0.20000,20.00100,0.22314,0,0
8907,0x463b,0.00000,0.20000,20.00100,0.22314,0,0
8908,0x463c,0.00000,0.20000,20.00100,0.22314,0,0
8909,0x463d,0.89823,1.00000,0.33660,0.10733,0,1
8910,0x463e,0.00000,0.20000,20.00100,0.22314,0,0
8911,0x463f,0.00000,0.20000,20.00100,0.22314,0,0
8913,0x4641,0.00000,0.20000,20.00100,0.22314,0,0
8914,0x4642,0.00000,0.20000,20.00100,0.22314,0,0
8915,0x4643,0.00000,0.20000,20.00100,0.22314,0,0
8916,0x4644,0.00076,1.00000,36.33181,7.18614,0,1
8917,0x4645,0.00000,0.20000,20.00100,0.22314,0,0
8918,0x4646,0.00000,0.20000,20.00100,0.22314,0,0
8919,0x4647,0.00000,0.20000,20.00100,0.22314,0,0
8920,0x4648,0.95612,1.00000,0.21423,0.04487,0,1
8921,0x4649,0.00000,0.20000,20.00100,0.22314,0,0
8922,0x464a,0.00000,0.20000,20.00100,0.22314,0,0
8923,0x464b,0.00000,0.20000,20.00100,0.22314,0,0
8924,0x464c,0.00000,0.20000,20.00100,0.22314,0,0
8925,0x464d,0.00000,0.20000,20.00100,0.22314,0,0
8926,0x464e,0.00000,0.20000,20.00100,0.22314,0,0
8927,0x464f,0.99996,1.00000,0.00358,0.00004,0,1
8928,0x4650,0.00000,0.20000,20.00100,0.22314,0,0
8929,0x4651,0.00000,1.00000,100.00500,708.39642,1,1
8930,0x4652,0.00000,1.00000,100.00500,266.73287,1,0
8931,0x4653,0.00000,0.20000,20.00100,0.22314,0,0
8934,0x4656,0.00000,1.00000,100.00500,276.27804,1,0
8935,0x4657,0.00000,0.20000,20.00100,0.22314,0,0
8936,0x4658,0.00000,1.00000,100.00500,276.27804,1,0
8937,0x4659,0.00000,0.20000,20.00100,0.22314,0,0
8938,0x465a,0.00000,1.00000,100.00500,553.24923,1,0
8939,0x465b,0.00000,1.00000,100.00500,553.24923,1,1
8940,0x465c,0.00000,0.20000,20.00100,0.22314,0,0
8941,0x465d,0.00000,1.00000,100.00500,553.24923,1,0
8942,0x465e,0.00000,0.20000,20.00100,0.22314,0,0
8943,0x465f,0.00000,1.00000,100.00500,553.24923,1,1
8944,0x4660,0.00000,0.20000,20.00100,0.22314,0,0
8945,0x4661,0.00000,0.20000,20.00100,0.22314,0,0
8946,0x4662,0.00000,1.00000,100.00500,547.70406,1,0
8947,0x4663,0.00000,1.00000,100.00500,270.73287,1,1
8948,0x4664,0.00000,0.20000,20.00100,0.22314,0,0
8949,0x4665,0.00000,0.20000,20.00100,0.22314,0,0
8952,0x4668,0.00000,0.20000,20.00100,0.22314,0,0
8953,0x4669,0.99999,1.00000,0.00060,0.00001,0,1
8954,0x466a,0.00000,0.20000,20.00100,0.22314,0,0
8955,0x466b,0.00000,0.20000,20.00100,0.22314,0,0
8958,0x466e,0.00000,0.20000,20.00100,0.22314,0,0
8959,0x466f,1.00000,1.00000,0.00019,0.00000,0,1
8960,0x4670,0.00000,0.20000,20.00100,0.22314,0,0
8961,0x4671,0.99620,1.00000,0.06176,0.00381,0,1
8962,0x4672,0.00000,0.20000,20.00100,0.22314,0,0
8963,0x4673,0.00000,0.20000,20.00100,0.22314,0,0
8966,0x4676,0.00000,0.20000,20.00100,0.22314,0,0
8967,0x4677,0.00000,0.20000,20.00100,0.22314,0,0
8968,0x4678,0.83275,1.00000,0.44816,0.18302,0,1
8969,0x4679,0.00000,0.20000,20.00100,0.22314,0,0
8970,0x467a,0.00000,0.20000,20.00100,0.22314,0,0
8972,0x467c,0.00000,0.20000,20.00100,0.22314,0,0
8973,0x467d,0.00000,0.20000,20.00100,0.22314,0,0
8974,0x467e,0.00000,0.20000,20.00100,0.22314,0,0
8975,0x467f,0.16243,1.00000,2.27081,1.81752,0,1
8976,0x4680,0.00000,0.20000,20.00100,0.22314,0,0
8977,0x4681,0.00000,0.20000,20.00100,0.22314,0,0
8978,0x4682,0.00000,0.20000,20.00100,0.22314,0,0
8979,0x4683,0.87791,1.00000,0.37291,0.13021,0,1
8980,0x4684,0.00000,0.20000,20.00100,0.22314,0,0
8981,0x4685,0.00000,0.20000,20.00100,0.22314,0,0
8982,0x4686,0.00000,0.20000,20.00100,0.22314,0,0
8983,0x4687,0.00000,0.20000,20.00100,0.22314,0,0
8984,0x4688,0.00000,0.20000,20.00100,0.22314,0,0
8985,0x4689,0.00000,0.20000,20.00100,0.22314,0,0
8986,0x468a,0.00000,0.20000,20.00100,0.22314,0,0
8987,0x468b,0.99999,1.00000,0.00095,0.00001,0,1
8988,0x468c,0.00000,0.20000,20.00100,0.22314,0,0
8989,0x468d,0.00000,0.20000,20.00100,0.22314,0,0
8990,0x468e,0.86486,1.00000,0.39530,0.14519,0,1
8991,0x468f,0.00000,0.20000,20.00100,0.22314,0,0
8992,0x4690,0.00000,0.20000,20.00100,0.22314,0,0
8993,0x4691,0.19751,1.00000,2.01569,1.62196,0,1
8994,0x4692,0.00000,0.20000,20.00100,0.22314,0,0
8995,0x4693,0.00000,0.20000,20.00100,0.22314,0,0
8996,0x4694,0.00000,0.20000,20.00100,0.22314,0,0
8997,0x4695,1.00000,1.00000,0.00019,0.00000,0,1
8998,0x4696,0.00000,0.20000,20.00100,0.22314,0,0
8999,0x4697,0.00000,0.20000,20.00100,0.22314,0,0
9000,0x4698,0.99951,1.00000,0.02210,0.00049,0,1
9001,0x4699,0.00000,0.20000,20.00100,0.22314,0,0
9002,0x469a,0.99996,1.00000,0.00358,0.00004,0,1
9003,0x469b,0.00000,0.20000,20.00100,0.22314,0,0
9004,0x469c,0.99093,1.00000,0.09570,0.00912,0,0
9005,0x469d,0.00000,0.20000,20.00100,0.22314,0,0
9006,0x469e,0.00000,1.00000,100.00500,276.27804,1,0
9007,0x469f,0.00000,1.00000,100.00500,538.15888,1,1
9008,0x46a0,0.00000,1.00000,100.00500,270.73287,1,0
9010,0x46a2,1.00000,1.00000,0.00038,0.00000,0,1
9012,0x46a4,1.00000,1.00000,0.00000,0.00000,0,1
9013,0x46a5,0.00000,0.20000,20.00100,0.22314,0,0
9014,0x46a6,0.00000,0.20000,20.00100,0.22314,0,0
9015,0x46a7,0.00000,0.20000,20.00100,0.22314,0,0
9016,0x46a8,0.00000,0.20000,20.00100,0.22314,0,0
9017,0x46a9,1.00000,1.00000,0.00000,-0.00000,0,1
9018,0x46aa,0.00000,0.20000,20.00100,0.22314,0,0
9019,0x46ab,0.00000,0.20000,20.00100,0.22314,0,0
9021,0x46ad,0.00000,0.20000,20.00100,0.22314,0,0
9022,0x46ae,0.66667,1.00000,0.70711,0.40547,0,1
9023,0x46af,0.00000,1.00000,100.00500,270.73287,1,1
9024,0x46b0,0.00000,1.00000,100.00500,244.55216,1,0
9026,0x46b2,0.00000,0.20000,20.00100,0.22314,0,0
9027,0x46b3,0.00000,1.00000,100.00500,18.42068,0,0
9028,0x46b4,0.00000,0.20000,20.00100,0.22314,0,0
9029,0x46b5,0.00001,1.00000,100.00426,11.81428,0,1
9030,0x46b6,0.00000,0.20000,20.00100,0.22314,0,0
9031,0x46b7,0.00000,0.20000,20.00100,0.22314,0,0
9032,0x46b8,0.00000,0.20000,20.00100,0.22314,0,0
9033,0x46b9,0.00012,1.00000,90.50967,9.01104,0,1
9034,0x46ba,0.00000,0.20000,20.00100,0.22314,0,0
9035,0x46bb,0.00000,0.20000,20.00100,0.22314,0,0
9036,0x46bc,0.00000,1.00000,100.00481,13.18530,0,1
9037,0x46bd,0.00000,0.20000,20.00100,0.22314,0,0
9038,0x46be,0.00000,0.20000,20.00100,0.22314,0,0
9039,0x46bf,0.00000,0.20000,20.00100,0.22314,0,0
9040,0x46c0,0.99950,1.00000,0.02227,0.00050,0,1
9041,0x46c1,0.00000,0.20000,20.00100,0.22314,0,0
9042,0x46c2,0.00000,0.20000,20.00100,0.22314,0,0
9043,0x46c3,0.99805,1.00000,0.04419,0.00195,0,1
9044,0x46c4,0.00000,0.20000,20.00100,0.22314,0,0
9045,0x46c5,0.50593,1.00000,0.98821,0.68136,0,1
9046,0x46c6,0.00000,0.20000,20.00100,0.22314,0,0
9047,0x46c7,0.00000,0.20000,20.00100,0.22314,0,0
9050,0x46ca,0.00000,0.20000,20.00100,0.22314,0,0
9051,0x46cb,0.00000,0.20000,20.00100,0.22314,0,0
9052,0x46cc,0.00000,1.00000,100.00500,51.45177,0,1
9053,0x46cd,0.00000,0.20000,20.00100,0.22314,0,0
9054,0x46ce,0.00000,0.20000,20.00100,0.22314,0,0
9055,0x46cf,0.00000,0.20000,20.00100,0.22314,0,0
9056,0x46d0,0.00000,1.00000,100.00498,15.22552,0,1
9057,0x46d1,0.00000,0.20000,20.00100,0.22314,0,0
9058,0x46d2,0.00000,0.20000,20.00100,0.22314,0,0
9059,0x46d3,0.00000,0.20000,20.00100,0.22314,0,0
9060,0x46d4,0.00000,0.20000,20.00100,0.22314,0,0
9062,0x46d6,0.00000,0.20000,20.00100,0.22314,0,0
9063,0x46d7,1.00000,1.00000,0.00019,0.00000,0,1
9064,0x46d8,0.00000,0.20000,20.00100,0.22314,0,0
9066,0x46da,0.99951,1.00000,0.02210,0.00049,0,1
9067,0x46db,0.00000,0.20000,20.00100,0.22314,0,0
9069,0x46dd,1.00000,1.00000,0.00000,-0.00000,0,1
9070,0x46de,0.00000,1.00000,100.00500,21.72621,0,1
9071,0x46df,0.00000,0.20000,20.00100,0.22314,0,0
9073,0x46e1,0.00000,0.92453,92.45745,2.58400,0,0
9074,0x46e2,0.00000,0.20000,20.00100,0.22314,0,0
9075,0x46e3,0.00000,0.92453,92.45745,2.58400,0,0
9076,0x46e4,0.99347,1.00000,0.08106,0.00655,0,1
9077,0x46e5,0.00000,0.20000,20.00100,0.22314,0,0
9078,0x46e6,0.00000,0.92453,92.45745,2.58400,0,0
9079,0x46e7,0.19751,1.00000,2.01569,1.62196,0,1
9080,0x46e8,0.00000,0.20000,20.00100,0.22314,0,0
9081,0x46e9,0.00000,0.20000,20.00100,0.22314,0,0
9082,0x46ea,0.00000,0.20000,20.00100,0.22314,0,0
9083,0x46eb,0.00000,1.00000,100.00495,14.55609,0,1
9084,0x46ec,0.00000,0.20000,20.00100,0.22314,0,0
9085,0x46ed,0.00000,0.20000,20.00100,0.22314,0,0
9086,0x46ee,0.00000,1.00000,100.00481,13.18530,0,1
9087,0x46ef,0.00000,0.20000,20.00100,0.22314,0,0
9088,0x46f0,0.00000,0.20000,20.00100,0.22314,0,0
9089,0x46f1,0.00000,0.20000,20.00100,0.22314,0,0
9090,0x46f2,1.00000,1.00000,0.00000,-0.00000,0,1
9091,0x46f3,0.99996,1.00000,0.00358,0.00004,0,1
9092,0x46f4,0.00000,0.20000,20.00100,0.22314,0,0
9093,0x46f5,1.00000,1.00000,0.00000,0.00000,0,0
9094,0x46f6,1.00000,1.00000,0.00000,0.00000,0,0
9095,0x46f7,0.00000,1.00000,100.00500,276.27804,1,0
9096,0x46f8,0.00000,0.20000,20.00100,0.22314,0,0
9097,0x46f9,0.00000,1.00000,100.00500,473.16193,1,1
9099,0x46fb,0.00000,0.20000,20.00100,0.22314,0,0
9101,0x46fd,0.00000,1.00000,100.00500,547.70406,1,0
9102,0x46fe,0.00000,1.00000,100.00500,547.70406,1,1
9103,0x46ff,0.00000,0.20000,20.00100,0.22314,0,0
9104,0x4700,0.00000,1.00000,100.00500,226.37145,0,0
9105,0x4701,0.00000,0.20000,20.00100,0.22314,0,0
9106,0x4702,0.00000,0.20000,20.00100,0.22314,0,0
9107,0x4703,0.00000,0.20000,20.00100,0.22314,0,0
9108,0x4704,0.00000,0.20000,20.00100,0.22314,0,0
9109,0x4705,0.99975,1.00000,0.01575,0.00025,0,1
9110,0x4706,0.00000,0.20000,20.00100,0.22314,0,0
9111,0x4707,0.00000,0.20000,20.00100,0.22314,0,0
9112,0x4708,1.00000,1.00000,0.00000,-0.00000,0,1
9113,0x4709,0.00000,0.20000,20.00100,0.22314,0,0
9114,0x470a,0.00000,1.00000,100.00500,62.92416,0,1
9115,0x470b,0.00000,0.20000,20.00100,0.22314,0,0
9116,0x470c,0.00000,0.20000,20.00100,0.22314,0,0
9117,0x470d,0.00000,0.20000,20.00100,0.22314,0,0
9118,0x470e,0.00000,0.20000,20.00100,0.22314,0,0
9119,0x470f,0.00000,0.20000,20.00100,0.22314,0,0
9120,0x4710,0.00000,0.20000,20.00100,0.22314,0,0
9121,0x4711,0.99950,1.00000,0.02227,0.00050,0,1
9122,0x4712,0.00000,0.20000,20.00100,0.22314,0,0
9123,0x4713,0.00000,0.20000,20.00100,0.22314,0,0
9124,0x4714,1.00000,1.00000,0.00000,-0.00000,0,1
9125,0x4715,0.00000,0.20000,20.00100,0.22314,0,0
9126,0x4716,0.00000,0.20000,20.00100,0.22314,0,0
9127,0x4717,0.00000,0.20000,20.00100,0.22314,0,0
9129,0x4719,0.00000,0.20000,20.00100,0.22314,0,0
9130,0x471a,1.00000,1.00000,0.00000,-0.00000,0,1
9131,0x471b,0.00000,1.00000,100.00500,18.17382,0,1
9132,0x471c,0.00000,1.00000,100.00500,18.42068,0,0
9133,0x471d,0.00000,0.20000,20.00100,0.22314,0,0
9136,0x4720,0.00000,0.20000,20.00100,0.22314,0,0
9137,0x4721,0.00000,0.20000,20.00100,0.22314,0,0
9138,0x4722,1.00000,1.00000,0.00031,0.00000,0,1
9139,0x4723,0.00000,0.20000,20.00100,0.22314,0,0
9140,0x4724,0.00000,0.20000,20.00100,0.22314,0,0
9142,0x4726,0.00000,0.20000,20.00100,0.22314,0,0
9143,0x4727,0.00000,0.20000,20.00100,0.22314,0,0
9144,0x4728,0.00000,0.20000,20.00100,0.22314,0,0
9145,0x4729,0.00000,1.00000,100.00500,33.28669,0,1
9146,0x472a,0.00000,0.20000,20.00100,0.22314,0,0
9147,0x472b,0.00000,0.20000,20.00100,0.22314,0,0
9148,0x472c,0.00000,0.20000,20.00100,0.22314,0,0
9149,0x472d,0.79981,1.00000,0.50030,0.22338,0,1
9150,0x472e,0.00000,0.20000,20.00100,0.22314,0,0
9151,0x472f,0.00000,0.20000,20.00100,0.22314,0,0
9152,0x4730,0.00000,0.20000,20.00100,0.22314,0,0
9153,0x4731,0.00000,0.20000,20.00100,0.22314,0,0
9154,0x4732,0.00000,0.20000,20.00100,0.22314,0,0
9155,0x4733,0.00000,0.20000,20.00100,0.22314,0,0
9156,0x4734,0.00000,0.20000,20.00100,0.22314,0,0
9157,0x4735,0.88888,1.00000,0.35356,0.11779,0,1
9158,0x4736,0.00000,0.20000,20.00100,0.22314,0,0
9159,0x4737,0.00000,0.20000,20.00100,0.22314,0,0
9160,0x4738,0.88888,1.00000,0.35356,0.11779,0,1
9161,0x4739,0.00000,0.20000,20.00100,0.22314,0,0
9162,0x473a,0.00000,0.20000,20.00100,0.22314,0,0
9163,0x473b,0.00096,1.00000,32.24904,6.94794,0,1
9164,0x473c,0.00000,0.20000,20.00100,0.22314,0,0
9165,0x473d,0.00000,0.20000,20.00100,0.22314,0,0
9166,0x473e,0.00000,0.20000,20.00100,0.22314,0,0
9167,0x473f,1.00000,1.00000,0.00019,0.00000,0,1
9168,0x4740,0.00000,0.20000,20.00100,0.22314,0,0
9169,0x4741,0.00000,0.20000,20.00100,0.22314,0,0
