name,regime,sublabel,n,code_bytes,base_rate,ece_always_benign,ece_oracle,ece_mmae,ece_clf,ece_rule,ece_guard,region_ent,mmae_pick,mmae_nis_pick,clf_pick,rule_pick,guard_pick,s_glob_benign_eng,s_spat_benign_eng,s_glob_packed_eng,s_glob_obf_eng,nis_benign_eng,nis_packed_eng,nis_obf_eng
p10_collatz.upxlzma__small_upxlzma,packed,small_upxlzma,5954,6542,0.000000,0.364101,0.000000,0.000000,0.000000,0.000000,0.000000,7.809420,packed,packed,packed,packed,packed,0.793369,0.166694,0.683891,0.989641,371.993377,300.036100,604.264313
p12_modpow.upxlzma__small_upxlzma,packed,small_upxlzma,6169,6774,0.000000,0.324518,0.000000,0.000000,0.000000,0.000000,0.000000,7.811237,packed,packed,packed,packed,packed,0.725227,0.155371,0.626614,0.917971,357.390836,291.690864,587.252559
p01_statemachine.kite__small_kite,packed,small_kite,14347,15773,0.000000,0.286800,0.000000,0.000000,0.286800,0.286800,0.286800,5.974718,packed,packed,benign,benign,benign,0.474183,0.103861,0.473768,0.708604,310.773032,310.400068,610.128865
p02_insertsort.kite__small_kite,packed,small_kite,14354,15773,0.000000,0.287596,0.000000,0.000000,0.287596,0.287596,0.287596,5.974718,packed,packed,benign,benign,benign,0.483158,0.093705,0.482361,0.718966,317.649698,317.225239,617.171200
p05_vm.kite__small_kite,packed,small_kite,14367,15790,0.000000,0.287209,0.000000,0.000000,0.287209,0.287209,0.287209,5.974718,packed,packed,benign,benign,benign,0.484901,0.103399,0.483160,0.720186,312.826906,311.993193,611.849237
p06_parser.kite__small_kite,packed,small_kite,14356,15773,0.000000,0.287661,0.000000,0.000000,0.287661,0.287661,0.287661,5.974718,packed,packed,benign,benign,benign,0.477680,0.091645,0.477119,0.714016,317.077046,316.840489,616.609777
p07_crc.kite__small_kite,packed,small_kite,14358,15773,0.000000,0.287007,0.000000,0.000000,0.287007,0.287007,0.287007,5.974718,packed,packed,benign,benign,benign,0.477238,0.104918,0.475405,0.711998,310.208336,309.732326,609.785969
p08_binsearch.kite__small_kite,packed,small_kite,14341,15773,0.000000,0.287240,0.000000,0.000000,0.287240,0.287240,0.287240,5.974718,packed,packed,benign,benign,benign,0.475558,0.102419,0.474755,0.710338,311.976333,311.879348,611.337234
p09_matmul.kite__small_kite,packed,small_kite,14354,15773,0.000000,0.286386,0.000000,0.000000,0.286386,0.286386,0.286386,5.974718,packed,packed,benign,benign,benign,0.473985,0.104543,0.473239,0.708635,311.870050,311.525934,611.362994
p10_collatz.kite__small_kite,packed,small_kite,14348,15773,0.000000,0.286947,0.000000,0.000000,0.286947,0.286947,0.286947,5.974718,packed,packed,benign,benign,benign,0.476837,0.101603,0.474711,0.712287,311.240865,310.628268,611.888162
p12_modpow.kite__small_kite,packed,small_kite,14356,15773,0.000000,0.286688,0.000000,0.000000,0.286688,0.286688,0.286688,5.974718,packed,packed,benign,benign,benign,0.474110,0.105089,0.473729,0.708844,310.483185,310.380403,610.016196
